title,price,rating,brand,ram,storage,color,processor
"HP OmniBook Ultra Flip (Previously Spectre) Intel Core Ultra 7 256V 47 Tops (16GB LPDDR5X, 1TB SSD) OLED, 500 nits,14''/35.6cm, Touch 2-in-1, Win11, Office21, Gray,1.34kg, fh0026TU Next Gen AI Laptop",186990.0,Get it faster,HP,16GB,1TB,Gray,Intel
HP Ultra 7 255H / 32 GB DDR5 RAM/ 1 TB SSD/Windows 11 Pro/5 MP IR AI Camera/ 16.0 inch AG WUXGA/Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth 5.4 /Fingerprint Reader (C1JQ1PT),234454.0,Get it faster,HP,DDR5 ,1TB,Silver,Intel
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5060 (24GB DDR5, 1TB SSD) 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0015TX, RGB, Gaming Laptop",166990.0,Get it faster,HP,8GB,1TB,Black,Intel
"DELL Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin and Light Laptop (14 inch, Ice Blue, 1.5 kg, with MS Office)",62350.0,Get it faster,DELL,16GB,512GB,Blue,Intel
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" Display/Silver/Copilot Key/1.5kg/MS Office 2024",50031.0,Get it faster,HP,DDR5,512GB,Silver,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor, 8GB RAM/512GB SSD, 39.62 cm(15.6"") FHD LED-Backlit IPS Display, Win11Home, Pure Silver, 1.7Kg, A325-53, Thin & Light Laptop",54650.0,Get it faster,Acer,8GB,512GB,Silver,Intel
"HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Shutter, fd0549TU",63990.0,Get it faster,HP,8GB,1TB,Silver,Intel
"Dell 15 (Previously Inspiron), Intel Core i7 13th Gen -1355U, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Win 11, MSO'24, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 12 Month McAfee, Thin & Light Laptop",82990.0,Silver MSO'24,Dell,16GB,512GB,Silver,Intel
"HP 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Fingerprint Reader/Ash Grey/1.5 kg/MS Office 2021",85000.0,Get it faster,HP,16GB,512GB,Grey,Intel
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, Office 24, Blue, 2.29kg, fb3134/20ax, Xbox Gamepass*, Gaming Laptop",104704.58052434456,Get it faster,HP,6GB,512GB,Blue,AMD
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg",319990.0,Get it faster,Alienware,32GB,1TB,Indigo,Intel
"HP Victus Gaming Laptop, Intel Core 5 210H, 4GB RTX 3050 A (24GB DDR5, 512GB SSD) FHD, 144Hz, 300 nits, IPS, 15.6''/39.6 cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2500TX, Backlit,",89990.0,Get it faster,HP,4GB,512GB,Silver,Intel
"Alienware 16 Area-51, Intel Core Ultra 9-275HX, RTX 5090-24GB, 64GB DDR5, 2TB SSD, WQXGA, 16.0""/40.64cm, 240Hz, Win 11, MSO 2024, Liquid Teal, 3.4kg, AI Enabled, 500 nits, AI PC",531490.0,Get it faster,Alienware,24GB,2TB,Silver,Intel
"HP 15 255R G10, AMD Ryzen 5 7535U Hexa Core (6 Core, 12 Threads, 2.9 to Max 4.3 Ghz) (8 GB/512 GB SSD/AMD Radeon Graphics/dos) Thin and Light Laptop(15.6 inch HD Display, Matt Silver, 1.45",53280.0,Get it faster,HP,16GB,512GB,Silver,AMD
"HP Omen, AMD Ryzen AI 7 350, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16'(40.6cm) Win11, M365* Office24, Black, 2.44kg, ap0165AX, RGB, AI Gaming Laptop",136990.0,Get it faster,HP,8GB,1TB,Black,AMD
"MSI GL63 8RE-455IN 2018 15.6-inch Laptop (Core i7-8750H/16GB/128GBSSD+1TB/Windows 10/6GB Graphics), Black",124990.0,Get it faster,MSI,16GB,128GB,Black,Intel
"Dell Alienware 15 Gaming Laptop, AI Enabled Intel Core 7 240H Processor, 16GB:512GB, NVIDIA 4050, 6 GB GDDR6, 15.3"" WUXGA 165Hz 300nits, Alienware White Backlit Keyboard, 2.25kg",141990.0,Get it faster,Dell,16GB,512GB,White,Intel
"HP 255 Notebook, AMD Athlon Silver 7120U,8GB DDR4, 256GB SSD, 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, (Win 11, Silver,1.52kg) G10",43950.0,Get it faster,HP,8GB,256GB,Silver,AMD
"Lenovo Legion Pro 5 2025 Intel Core i7-14650HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/WQXGA IPS/240Hz/16(40.64cm)/Windows 11/Office 2024+AI Now/Black/2.4Kg), 83NN0046IN AI Powered Gaming Laptop",231490.0,Get it faster,Lenovo,8GB,1TB,Black,Intel
"ASUS TUF A15 (2026), AMD Ryzen 7 170,RTX 3050-4GB,16GB RAM (Upgradeable),512GB SSD,FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year),Office 2024, Graphite Black, 2.3 Kg, FA506NCQ-HN007WS,Gaming Laptop",87990.0,Get it faster,ASUS,4GB,512GB,Black,AMD
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",49400.0,Get it faster,Lenovo,8GB,512GB,Grey,AMD
"Acer AspireGo14, Intel Core Ultra5 125H AI Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Steel Gray, 1.5 kg, AG14-71M, Backlit KB, Premium Laptop",69990.0,Get it faster,Acer,RAM,512GB,Gray,Intel
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver",342490.0,Get it faster,Apple,24GB,1TB,Silver,Intel
"HP 15, Intel Ultra 5 125H, 12 Tops (32GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1279TU, Intel Arc Graphics, FHD Camera, Backlit, AI Powered Laptop",104704.58052434456,Get it faster,HP,32GB,1TB,Silver,Intel
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 5 226V (16GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.19Kg), 83JX005FIN AI Laptop",126790.0,Get it faster,Lenovo,16GB,1TB,Grey,Intel
Lenovo ThinkPad E14 AI PC Intel Core Ultra 7 155H | Copilot Key | 16GB RAM | 512GB SSD | 14” WUXGA IPS 300 Nits | Win 11 + Office 2024 | Backlit | Fingerprint | 1.42 kg | 1Y Onsite | Black –21M7S0SF00,124900.0,Get it faster,Lenovo,16GB,512GB,Black,Intel
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",89890.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"Lenovo Legion 7 Intel Core i9-12900HX 16"" (40.64cm) QHD IPS 165Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 3080Ti 16GB/Alexa/3 Month Game Pass/Storm Grey/2.53Kg), 82TD009KIN",290000.0,Get it faster,Lenovo,32GB,1TB,Grey,Intel
"ASUS ProArt PX13 (2026),AMD Ryzen AI MAX+ 395,AMD Radeon 8060S iGPU,128GB RAM,1TB SSD,3K OLED,13.3""(33.7 cm),Win 11,M365 Basic(1Y)* Office 2024,Nano Black,1.39 Kg,HN7306EAC-LX052WS,AI Creator Laptop",334990.0,Get it faster,ASUS,128GB,1TB,Black,AMD
"Acer TravelLite Thin Laptop AMD Ryzen 3 5400U | 8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display | Windows 11 | MS Office | 1.34Kg | Black | 1 Year Warranty | Sleek Metal Body",41890.0,Get it faster,Acer,8GB,512GB,Black,AMD
"Lenovo LOQ, Intel Core i7-13650HX, 13th Gen, NVIDIA RTX 4060-8GB, 16GB RAM, 1TB SSD, FHD 144Hz 300Nits, 15.6""/39.62cm, Windows 11 Home, MS Office 24, Grey, 2.38Kg, 83DV01BHIN, 100% sRGB Gaming Laptop",165000.0,Get it faster,Lenovo,8GB,1TB,Grey,Intel
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5-13420H, 16GB RAM, 512GB SSD, WUXGA IPS, 14""/36.8cm, Windows 11, Office Home 2024, Grey, 1.4Kg, Backlit Keyboard, 1Yr ADP Free, 83K00034IN, Laptop",78100.0,"Luna Grey|16GB | 512GB | 14""",Lenovo,16GB,512GB,Grey,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",194990.0,Get it faster,Apple,24GB,1TB,Blue,Intel
"HP ProBook 440 14 inch G10 Notebook PC, 14"", Windows 11 Pro, Intel® Core™ i5, 16GB RAM, 512GB SSD, FHD(B15JRAT)",93990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Lenovo Yoga Slim 7 AI Laptop PC 2025 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, OLED, Copilot AI Now, 47 Tops, 14""/35.5cm, Win 11, Office 24,Grey, 1.2 Kg, 83JX001MIN, AI Laptop",155990.0,Get it faster,Lenovo,32GB,1TB,Grey,Intel
"HP 255R G10 Notebook (AMD Athlon Silver 7120U /8GB/512GB/DOS) 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, Silver,1.52kg",43490.0,Get it faster,HP,8GB,512GB,Silver,AMD
"HP Professional 15 (2026), Intel (i7 14th Gen) Core 7 150U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Business Laptop/15.6"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.5kg/MSO 2024",93990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor,Office 2024 + M365 Basic, (8GB DDR4 RAM/500 GB SSD) with 39.62 cm (15.6"") FHD LED-Backlit IPS Display/Win 11Home,A325-53, Pure Silver, 1.7KG",52990.0,Get it faster,Acer,8GB,500GB,Silver,Intel
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021",78990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Mixed Black,1.63 Kg,E1504FA-BQ2116WS,Thin & Light Laptop",60650.0,Mixed Black,ASUS,16GB,512GB,Black,AMD
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1255TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop",82990.0,Get it faster,HP,16GB,1TB,Silver,Intel
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS",66990.0,Quiet Blue,ASUS,16GB,512GB,Blue,Intel
"𝗗𝗲𝗹𝗹Laptop Model 5440 | 𝗜𝗡𝗧𝗘𝗟i5 4th Gen Processor |8GB DDR3 RAM |256GB SSD |14"" FHD Display | Win10 | A+ Condition Laptop (Refab)",26000.0,Get it faster,Unknown,8GB,256GB,Silver,Intel
"Acer ALG, Intel Core5-210H Processor, NVIDIA GeForceRTX 3050-4GB DDR6, Office 2024 + M365 Basic,16GB RAM/512GB SSD, FHD 15.6"", 144Hz, Win 11 Home, Titanium Gray, 1.99 KG, AL15G-53, Gaming Laptop",81990.0,Get it faster,Acer,4GB,512GB,Gray,Intel
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",69900.0,Get it faster,HP,16GB,512GB,Grey,Intel
"𝗟𝗲𝗻𝗼𝘃𝗼Model E495 𝗔𝗠𝗗𝗥𝗬𝗭𝗘𝗡 𝟱 |8GB DDR4 RAM |256GB SSD |14"" FHD Display | Win10 | A+ Condition Laptop (Refab)",27000.0,Get it faster,Unknown,8GB,256GB,Silver,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus",73990.0,Get it faster,Apple,8GB,256GB,Silver,Intel
HP OmniBook 5 OLED ● Intel Core Ultra 7 355 ● 49 Tops ● 16GB LPDDR5x ●1TB SSD ● 2K● 14''/35.6cm● Win11● Office24● Meteor Silver● 1.33kg● hh0030TU● mini GaN Charger● Upto 32hrs battery life ● AI Laptop,142990.0,Get it faster,HP,16GB,1TB,Silver,Intel
NEW Microsoft Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - Graphite - ZXX-00059,170999.0,Get it faster,NEW,16GB,1TB,Silver,Snapdragon
"HP 14 Laptop, Intel Core Ultra 7 155H (16GB DDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 14''/35.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.4kg, EP1151TU, Backlit, HD Camera w/Shutter",88990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"HP 15 (i5 14th Gen), Intel Core 5, 16GB RAM (Upgradeable), 512GB SSD, FHD, Anti-Glare, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office24, Silver,1.59kg, fd0682tu, FHD Camera w/Shutter, Backlit Laptop",75990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"ASUS ROG Strix G16, Intel Core Ultra 9 275HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/) G615LM-S5128WS",200042.0,Get it faster,ASUS,8GB,512GB,Gray,Intel
"HP Business 250R G10 (2025) Thin & Light Laptop with Intel Core 3 14th Gen 100U, 16GB RAM, 512GB SSD, 15.6″ IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver (1.5 kg)",62500.0,Get it faster,HP,16GB,512GB,Silver,Intel
"HP Professional 15 (2026), Intel (i5 14th Gen) Core 5 120U - (8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Business Laptop/15.6"" FHD/Backlit + Fingerprint/Silver/Copilot Key/1.5kg/MSO 2024",61500.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Acer ALG, 13th Gen Intel Core i5-13420H, NVIDIA GeForce RTX 3050-6GB DDR6, 16GB RAM, 512GB SSD, FHD 15.6""/39.62 cm, 144Hz, Windows 11 Home, Steel Gray, 1.99 KG, AL15G-53,Gaming Laptop",87900.0,Get it faster,Acer,6GB,512GB,Gray,Intel
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop",71990.0,Get it faster,ASUS,16GB,512GB,Blue,AMD
HP OmniBook OLED ● Intel Core Ultra 5 322● 46 Tops● 16GB DDR5 (Upgradeable)● 512GB SSD● 2K●14''/35.6cm● 300nits● Win11● Office24● Silver● 1.4kg● hs0052TU● Lighter mini GaN Charger● AI Laptop,110990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"HP ZBook Studio 12th Gen Intel Core i7-12700H 16inch(40.6 cm) WQUXGA Display Creator Laptop 500 nits/16GB RAM/1TB SSD/NVIDIA GeForce RTX 3070 Ti Graphics/Win 11/MSO/B&O/FPR, G9 Workstation PC",255990.0,Get it faster,HP,16GB,1TB,Silver,Intel
"Acer One Pro Smartchoice, AMD Ryzen 3-7320U 8GB DDR5 RAM",48990.0,Get it faster,Acer,8GB,512GB,Silver,AMD
"Acer Aspire Lite (2026) AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) AL15-41 Thin and Light Laptop (15.6 Inch FHD IPS, Steel Grey, 1.5 Kg/MS Office 2024",44680.0,Get it faster,Acer,16GB,512GB,Grey,AMD
"Lenovo IdeaPad 5 2-in-1 Intel Core Ultra 5 225H (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Windows 11/MS) 365 Basic+Office 2024/Lenovo Digital Pen 2/1Yr ADP/Grey/1.6Kg, 83KR0076IN Convertible Laptop",94990.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"Lenovo Legion 5 2025 AMD Ryzen 7 260 | NVIDIA RTX 5060 8GB (16GB RAM/1TB SSD/WUXGA IPS/165Hz/15(39.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83M00074IN AI Powered Gaming Laptop",185490.0,Get it faster,Lenovo,8GB,1TB,Black,AMD
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, 14/35.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.4kg, FHD Camera w/Privacy Shutter,ep0340TU",164990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Samsung Galaxy Book 4 15.6"" Full HD | Intel Core i5 1335U | 16GB RAM | 512GB SSD | Silver",69990.0,Get it faster,Samsung,16GB,512GB,Silver,Intel
"DELL 14 (2025) Intel Core i3 10th Gen 1305U - (4 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021/1 Year ADP Warranty",54891.0,Get it faster,DELL,16GB,512GB,Blue,Intel
𝗗𝗲𝗹𝗹Laptop Model E7270 Laptop | InteI Core i5 6th Gen | 8GB RAM | 256GB SSD | 14” FHD Display | Win 10 | Business Laptop | Seller Warranty | A+ Condition (Refab),26000.0,Get it faster,Unknown,8GB,256GB,Silver,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100C6IN",72365.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"ASUS TUF A15 (2026),Smartchoice,AMD Ryzen 7 8845HS,RTX 3050-4GB,16GB RAM (Upgradeable),512GB SSD,FHD,15.6""(39.6 cm),144Hz,Win 11,M365 Basic(1Y),Office 24,Black,2.3 Kg,FA506NCG-HN192WS,Gaming Laptop",119990.0,Get it faster,ASUS,4GB,512GB,Black,AMD
𝗗𝗲𝗹𝗹Laptop Latitude 5300 Laptop | InteI Core i5 8th Gen | 8GB RAM | 256GB SSD | 14” FHD Display | Win 10 | Business Laptop | Seller Warranty | A+ Condition (Refab),29000.0,Get it faster,Unknown,8GB,256GB,Silver,Intel
"HP Professional 14 (2026) – Intel Core 5 120U (14th Gen), 16GB RAM, 512GB SSD, Windows 11 Pro, MSO 2024, Copilot Key, Fingerprint Reader, Intel Iris Xe Graphics, 14″ FHD Display, 1.53Kg – Turbo Silver",68480.0,Get it faster,HP,16GB,512GB,Silver,Intel
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11/Ms-Office/Silver (Grey) / 1 Year Onsite Warranty,48999.0,Get it faster,Lenovo,8GB,512GB,Silver,Intel
"HP 15, 13th Gen Intel Core i3-1315uLaptop 8GB DDR4,512GB SSD Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU",55100.0,Get it faster,HP,8GB,512GB,Silver,Intel
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey",66999.0,Get it faster,Lenovo,16GB,512GB,Grey,AMD
"Acer Aspire Lite, AMD Ryzen 3 7330U Processor, 8 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.6KG, AL15-41, Metal Body, Premium Thin and Light Laptop",46590.0,Get it faster,Acer,RAM,512GB,Gray,AMD
"Acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 & MS-Office 2021 | Metal Body | 1.34Kg | Black | 30 Months Warranty",53999.0,Get it faster,Acer,16GB,512GB,Black,AMD
"HP Professional 14 (2026), Intel (i5 14th Gen) Core 5 120U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Home) Business Laptop/14.0"" FHD/Backlit + FingerPrint/Silver/Copilot Key/1.4kg/MS Office",68390.0,Get it faster,HP,16GB,512GB,Silver,Intel
"MSI Modern 15, Intel 13th Gen. i5-1335U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-289IN",51990.0,Get it faster,MSI,16GB,512GB,Black,Intel
"Lenovo V14, Intel Core i5-13420H, 8GB RAM, 512GB SSD, FHD 14” (35.56cm), Windows 11 Home, Luna Grey, 1.37Kg, 83GUA052IG, 250 Nits, 1Y Onsite Warranty, Laptop",58700.0,Get it faster,Lenovo,8GB,512GB,Grey,Intel
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - Graphite - ZGP-00059,162990.0,Get it faster,Microsoft,16GB,512GB,Silver,Snapdragon
"Lenovo IdeaPad Slim 5 Intel Core Ultra 7 355 Next-Gen AI PC (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP Free/Grey/1.4Kg), 83S5005KIN",136990.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
"HP OmniBook X Laptop, Snapdragon® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU",114990.0,Get it faster,HP,16GB,1TB,Blue,Snapdragon
"Acer Aspire 5, Intel Core Ultra 5 125H Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Pure Silver, 1.2 kg, A514-54H, Backlit KB, Premium Laptop",74990.0,Get it faster,Acer,RAM,512GB,Silver,Intel
"ASUS Vivobook Go 14 (2026),AMD Ryzen 5 40,AMD Radeon iGPU,8GB RAM,512GB SSD,FHD, 14""(35.5 cm),Windows 11 Home,M365 Basic(1 Year)* Office 2024,Mixed Black, 1.38 Kg, E1404FA-EB1415WS,Thin & Light Laptop",58990.0,Mixed Black,ASUS,8GB,512GB,Black,AMD
"ASUS Zenbook S14 (2026),Smartchoice,Intel Core Ultra 9 (Series 3),Intel iGPU,32GB /1TB SSD,3K OLED,Touchscreen,14""(35.5 cm),Win 11,M365 Basic(1Y),Office 24, White,1.2 Kg,UX5406AA-SU189WS,Copilot+ PC",239990.0,Scandinavian White,ASUS,32GB,1TB,White,Intel
"HP 15 Smartchoice, Intel Core Ultra 5 125H, 12 Tops (16GB DDR5, 512GB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.65kg, fd1254TU, FHD Camera w/Shutter, AI Powered Laptop",104704.58052434456,Get it faster,HP,16GB,512GB,Silver,Intel
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40,AMD Radeon iGPU,16GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Windows 11 Home,M365 Basic(1 Year),Office 2024,Cool Silver,1.63 Kg,E1504FA-IN2816WS,Thin & Light Laptop",60990.0,Get it faster,ASUS,16GB,512GB,Silver,AMD
"Alienware 16 Aurora, Intel Core 7 14th Gen-240H, NVIDIA RTX 5060-8GB, 16GB DDR5, 1TB SSD, WQXGA, 16""/40.64cm, 120Hz, Windows11, MSO-24, Interstellar Indigo, 2.57Kg, Cryo Chamber Cooling, Gaming Laptop",156555.0,Get it faster,Alienware,8GB,1TB,Indigo,Intel
"HP Premium EP Series (Intel 13th Gen Core i7-1355U, 16GB RAM, 512GB SSD, Win 11, MS Office 2024, Backlit KB, FHD Camera, 14''/35.6cm Anti-Glare Micro-Edge Display, Lightweight 1.4kg, Silver) EP0159TU",84990.0,Get it faster,HP,16GB,512GB,Silver,Intel
"Lenovo ThinkPad E14, AMD Ryzen 7 7735HS, 16GB RAM, 512GB SSD, WUXGA IPS 14” (35.56cm), Win 11 Home, Office 2024, Graphite Black, 1.42Kg, 21M3S0QV00, Fingerprint, Backlit, 300 Nits, 1Y Warranty, Laptop",99990.0,Get it faster,Lenovo,16GB,512GB,Black,AMD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3-1315U 14 inch (35.5cm) FHD Laptop (8GB RAM/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Grey/1.37Kg), 82X6005KIN",59950.0,Get it faster,Lenovo,8GB,512GB,Grey,Intel
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6 Inch (39.6cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office Home 2024/3months Game Pass/Arctic Grey/1.62Kg), 83ER00MCIN",70849.0,Get it faster,Lenovo,16GB,512GB,Grey,Intel
